#Table1
petroMag_r,petroMagErr_r,extinction_r,petroMag_g,extinction_g,petroR50_r,petroR90_r,velDisp,dered_r,dered_g,objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
16.80378,0.0298938,0.02498548,17.78945,0.03611686,2.162606,6.940579,236.712,16.73776,17.74063,1237651252583006394,232.087117257968,57.0458489104685,19.81225,17.77674,16.76274,16.35013,16.0012,1345,301,6,519,691449385266997248,GALAXY,0.1176684,614,53437,534
17.75973,0.01726192,0.02529966,18.94411,0.03657102,1.102719,3.107474,205.0537,17.63857,18.84303,1237651252583006401,232.174500599249,57.0979752358783,20.92617,18.8796,17.66387,17.2064,16.86881,1345,301,6,519,691450209900718080,GALAXY,0.1899987,614,53437,537
17.68336,0.01619715,0.02322171,19.03197,0.03356732,1.683089,5.278948,181.4735,17.59814,18.92238,1237651252583268444,233.015095349674,56.7684151973546,20.78524,18.95595,17.62137,17.14579,16.80455,1345,301,6,523,691461479894902784,GALAXY,0.2083281,614,53437,578
17.31977,0.01187022,0.0271952,18.35182,0.03931104,1.520287,4.483397,177.0028,17.20568,18.24834,1237651252583399664,233.490071046637,56.5629780101272,20.18713,18.28765,17.23288,16.79583,16.43859,1345,301,6,525,691468076964669440,GALAXY,0.1359334,614,53437,602
18.18358,0.03357101,0.01874751,19.79341,0.02709979,2.27683,6.866848,232.821,18.21141,19.76699,1237651252583465319,233.707913755078,56.3356262546583,22.80708,19.79409,18.23016,17.64793,17.31681,1345,301,6,526,691469726232111104,GALAXY,0.297882,614,53437,608
17.19819,0.02879597,0.06726836,18.33622,0.09723736,2.433752,7.096883,179.7752,16.96947,18.08474,1237651271353958546,139.481500309634,58.0076555618391,20.29442,18.18198,17.03674,16.5998,16.20063,1350,301,1,221,544953179092051968,GALAXY,0.1374114,484,51907,64
18.81537,0.03620621,0.07390711,20.54292,0.1068338,1.522603,4.328994,336.3515,18.72692,20.47753,1237651271365230864,193.76580776318,66.0175537456428,22.27698,20.58436,18.80083,18.15201,17.80796,1350,301,1,393,557355396734412800,GALAXY,0.3242182,495,51988,127
17.87494,0.02782305,0.04456547,19.16718,0.06442001,2.239987,5.996678,195.0947,17.69797,19.03115,1237651271365427332,194.886311490015,66.0965011505309,21.0156,19.09557,17.74253,17.14411,16.74487,1350,301,1,396,557343851862321152,GALAXY,0.2352293,495,51988,85
17.73465,0.0184169,0.04655243,19.18239,0.0672922,2.005669,5.953247,228.0122,17.62844,18.98429,1237651271365427357,195.069938269676,66.0731840815652,20.99528,19.05158,17.67499,17.15791,16.80146,1350,301,1,396,557343027228600320,GALAXY,0.2249202,495,51988,82
17.29134,0.01117725,0.05174477,18.31754,0.0747978,1.849693,5.004302,197.1857,17.1537,18.21494,1237651271365492846,195.176559673535,65.9907072665134,20.23012,18.28974,17.20544,16.75637,16.42991,1350,301,1,397,557343576984414208,GALAXY,0.1328935,495,51988,84
17.22166,0.03737816,0.06359351,18.35562,0.09192532,1.881906,5.932679,290.7483,17.14714,18.26819,1237651271890174137,137.165559606301,57.1831016050176,20.4242,18.36011,17.21074,16.73824,16.36608,1350,301,2,211,545006230528092160,GALAXY,0.1428677,484,51907,257
17.67162,0.02338371,0.06642461,18.79246,0.09601771,2.03319,6.482508,251.0134,17.60509,18.76947,1237651271890370688,137.756735861303,57.5077492444787,20.92355,18.86549,17.67151,17.17578,16.83488,1350,301,2,214,544972145667631104,GALAXY,0.1709555,484,51907,133
17.57421,0.01789519,0.06612091,18.71316,0.0955787,1.933631,5.249625,198.0814,17.31121,18.42879,1237651271890436212,137.855457579996,57.6515188688004,20.0122,18.52436,17.37733,16.84484,16.46708,1350,301,2,215,544962799818795008,GALAXY,0.1836707,484,51907,99
17.80081,0.0371932,0.06461339,19.15029,0.09339958,2.886109,7.675861,186.6959,17.49333,18.74658,1237651271890567378,138.168368762048,57.8813818863593,20.86395,18.83998,17.55794,17.01423,16.68684,1350,301,2,217,544975169324607488,GALAXY,0.1949685,484,51907,144
17.61,0.01644678,0.0706335,18.90249,0.1021017,1.78251,4.990832,231.9659,17.42029,18.71398,1237651271890632812,138.343804527899,57.9634595361167,21.02228,18.81608,17.49092,17.00638,16.65034,1350,301,2,218,544976543714142208,GALAXY,0.1956617,484,51907,149
17.68254,0.01890393,0.06874815,19.01267,0.09937643,2.154178,6.157507,272.0591,17.53598,18.87821,1237651271890632932,138.608313575892,57.9206852758057,21.38704,18.97759,17.60473,17.05268,16.70798,1350,301,2,218,544976268836235264,GALAXY,0.2549461,484,51907,148
16.97505,0.01400872,0.06615217,18.15998,0.0956239,2.52341,7.887341,250.2574,16.86313,18.01467,1237651271890698408,138.733149432994,58.103452629159,20.09513,18.1103,16.92929,16.41846,16.01386,1350,301,2,219,544965823475771392,GALAXY,0.1706676,484,51907,110
16.43115,0.01241359,0.06564571,17.59285,0.09489179,4.245793,12.02551,270.6851,16.22458,17.41108,1237651271890698413,138.771674478602,58.0905502112479,19.38278,17.50597,16.29022,15.80186,15.41389,1350,301,2,219,544965548597864448,GALAXY,0.1736883,484,51907,109
17.54099,0.01495251,0.06361503,18.66688,0.09195643,1.782293,4.995915,161.9435,17.40531,18.47534,1237651271890763956,138.933729266941,58.0976741732929,20.76021,18.5673,17.46893,17.01215,16.63137,1350,301,2,220,544966373231585280,GALAXY,0.1363038,484,51907,112
17.48653,0.01463745,0.06902318,18.44254,0.09977398,2.126173,5.820501,179.2008,17.29542,18.30842,1237651271890829383,138.990401677077,58.2055431982073,20.00789,18.40819,17.36444,16.87905,16.48821,1350,301,2,221,544966648109492224,GALAXY,0.1675175,484,51907,113
17.1642,0.01592262,0.04521518,18.50938,0.06535919,2.862646,8.389445,266.1768,17.02576,18.39119,1237651271902101544,193.777673655759,66.5696295719603,20.58974,18.45655,17.07097,16.54313,16.21519,1350,301,2,393,557358145513482240,GALAXY,0.2241877,495,51988,137
16.8634,0.012754,0.04504015,18.32629,0.06510618,2.970336,8.889033,279.0498,16.6305,18.05734,1237651271902101654,194.009060458368,66.4102104461364,20.15288,18.12244,16.67554,16.13237,15.81173,1350,301,2,393,557358695269296128,GALAXY,0.2362469,495,51988,139
16.11767,0.006361688,0.03179922,17.22962,0.04596622,3.011892,8.280122,305.4992,15.86307,16.99407,1237651271902298200,195.129483150158,66.4003624129846,19.10314,17.04004,15.89487,15.39068,15.01822,1350,301,2,396,557345501129762816,GALAXY,0.133411,495,51988,91
18.90558,0.03956535,0.03148461,20.99413,0.04551145,1.927246,5.626429,228.8319,18.87199,20.57026,1237651271902298576,195.014560868122,66.4502025242588,22.69889,20.61577,18.90348,18.22198,17.84733,1350,301,2,396,557347700153018368,GALAXY,0.3222506,495,51988,99
18.291,0.02458493,0.0614296,19.75299,0.08879736,1.402411,3.868802,234.2331,18.13727,19.67955,1237651272426979518,136.228723213598,57.5513846421051,21.97916,19.76834,18.1987,17.6044,17.17944,1350,301,3,210,543965817935521792,GALAXY,0.2635913,483,51924,568
17.81751,0.02661129,0.07903212,18.86374,0.1142421,1.921125,5.844236,158.7771,17.68169,18.79655,1237651272427241591,136.957868168959,57.9057957835024,20.83996,18.91079,17.76073,17.23407,16.85275,1350,301,3,214,544997709312976896,GALAXY,0.1762966,484,51907,226
17.48537,0.01596236,0.07746445,18.85091,0.111976,2.212184,6.601674,203.7471,17.33401,18.68354,1237651272427241600,137.021204605635,57.8730379286438,20.61261,18.79552,17.41148,16.90496,16.55917,1350,301,3,214,544999908336232448,GALAXY,0.2272569,484,51907,234
16.88892,0.01943237,0.03364167,18.09611,0.04862951,2.693517,8.505816,239.0397,16.80703,17.94564,1237651272439300230,195.842004779121,66.7450537488029,20.01325,17.99427,16.84067,16.37098,16.02901,1350,301,3,398,557352647955343360,GALAXY,0.1697328,495,51988,117
16.67488,0.01627825,0.03424639,18.00849,0.04950365,2.793411,8.757354,253.989,16.52732,17.77163,1237651272439365739,196.250941442399,66.7354180083944,19.9004,17.82113,16.56157,16.10676,15.72317,1350,301,3,399,557337804548368384,GALAXY,0.1692919,495,51988,63
17.378,0.01497442,0.06080477,18.64518,0.08789415,2.097075,6.567745,214.5011,17.36891,18.70449,1237651272963850418,135.792117863017,57.8184626209182,20.82911,18.79239,17.42971,16.91211,16.55276,1350,301,4,210,545017775400183808,GALAXY,0.1956107,484,51907,299
17.52597,0.0251489,0.05427089,18.80275,0.07844935,1.91294,5.743779,281.9596,17.46115,18.81244,1237651754547609696,180.911536437692,3.0814126312315,20.81203,18.89089,17.51542,17.00754,16.61396,1462,301,5,371,582188966963341312,GALAXY,0.2144518,517,52024,359
18.47108,0.03876612,0.06017679,19.9422,0.0869864,1.60412,4.70874,274.1514,18.34504,19.93764,1237651754547740810,181.220546964352,3.1207997759678,22.21277,20.02463,18.40522,17.79953,17.50109,1462,301,5,373,581138933241374720,GALAXY,0.2935442,516,52017,635
17.57636,0.02139784,0.05725391,18.75767,0.08276133,1.620868,5.313085,215.3144,17.52176,18.75089,1237651754547871837,181.498440082223,3.10358575417496,20.83884,18.83365,17.57902,17.07296,16.71419,1462,301,5,375,581136734218119168,GALAXY,0.1794793,516,52017,627
17.57337,0.01604856,0.08226889,18.56136,0.1189209,1.711462,4.611846,106.4387,17.27566,18.31773,1237651755073667164,156.161254373841,3.05928527731686,20.14674,18.43665,17.35793,16.84097,16.39385,1462,301,6,206,567546500637288448,GALAXY,0.07278143,504,52316,338
18.24146,0.04237883,0.0777981,19.75225,0.1124583,1.966293,5.960408,266.7251,18.09423,19.62213,1237651755073732884,156.329692766134,3.12352843231789,22.30777,19.73459,18.17203,17.58196,17.20188,1462,301,6,207,567553647462868992,GALAXY,0.2898164,504,52316,364
17.75501,0.01678574,0.07948354,18.8321,0.1148946,1.519312,4.395949,207.963,17.56412,18.5878,1237651755073863848,156.676533508249,3.07794078954616,21.19842,18.70269,17.6436,17.172,16.79924,1462,301,6,209,567564917457053696,GALAXY,0.1191791,504,52316,405
18.12425,0.02570095,0.05916459,19.71694,0.08552325,1.923142,5.43504,191.2612,17.95688,19.47488,1237651755084349641,180.665164447244,3.51950564990165,21.37353,19.56041,18.01604,17.42414,17.04489,1462,301,6,369,581122165689051136,GALAXY,0.2785139,516,52017,574
17.80364,0.01803329,0.05549625,18.97888,0.08022061,1.612833,4.669793,190.1909,17.66125,18.85552,1237651755084415122,180.804498568066,3.51035832442193,21.28235,18.93574,17.71675,17.24406,16.90479,1462,301,6,370,581132611049515008,GALAXY,0.1782939,516,52017,612
17.88088,0.02984776,0.05170686,18.91402,0.074743,2.017608,5.634786,156.7843,17.64152,18.67414,1237651755084611858,181.302813577522,3.4832047091565,21.2729,18.74888,17.69322,17.17729,16.84548,1462,301,6,373,581136184462305280,GALAXY,0.1492118,516,52017,625
16.43952,0.01117656,0.05187876,17.50347,0.07499148,2.287044,7.564197,245.828,16.35973,17.42601,1237651755084677211,181.352223485896,3.53970608735711,19.5459,17.501,16.41161,15.94314,15.57107,1462,301,6,374,581137283973933056,GALAXY,0.1334512,516,52017,629
17.1378,0.01120714,0.136943,18.1653,0.1979531,2.123155,6.589397,181.0376,16.95244,17.95556,1237651818952589554,232.353809080261,0.655602949124147,20.07265,18.15351,17.08938,16.65371,16.29335,1477,301,5,73,408796257553770496,GALAXY,0.1263535,363,51989,344
18.66838,0.04875443,0.0794549,20.44815,0.1148532,1.791219,5.579021,240.2315,18.51201,20.24801,1237652615667777675,23.257888310439,-10.7154789842895,25.66948,20.36286,18.59147,17.95173,17.61647,1663,301,1,54,745379584333080576,GALAXY,0.3445386,662,52147,123
17.6473,0.01354272,0.07144774,18.66299,0.1032787,1.430761,3.987886,205.7123,17.50247,18.51267,1237652616204714139,23.5132916951529,-10.1937384653292,20.60929,18.61595,17.57391,17.12855,16.75268,1663,301,2,55,745385356769126400,GALAXY,0.1512234,662,52147,144
17.33651,0.01533352,0.06742257,18.43503,0.09746027,1.778118,5.585289,179.3132,17.23574,18.32248,1237652616204779628,23.6230718046444,-10.1205591005144,20.44833,18.41994,17.30316,16.89305,16.55716,1663,301,2,56,745384532135405568,GALAXY,0.1881462,662,52147,141
18.64834,0.04021633,0.04679763,20.36638,0.06764664,1.693411,4.822383,196.0175,18.53356,20.20898,1237652899150954644,31.2575238114498,-10.1240866283104,22.83288,20.27662,18.58035,17.95219,17.57787,1729,301,1,288,749860918883543040,GALAXY,0.3174261,666,52149,42
17.37971,0.01710069,0.04813465,18.51531,0.06957932,1.690771,5.047863,221.9025,17.24541,18.38196,1237652899151020147,31.4403420179046,-10.1886145576075,20.47331,18.45154,17.29355,16.85313,16.60276,1729,301,1,289,749852397668427776,GALAXY,0.1871598,666,52149,11
17.19526,0.0192355,0.04948869,18.31172,0.07153659,2.148284,6.801848,219.9209,17.04212,18.14921,1237652899687039116,29.3906086452064,-9.77280028793185,20.24247,18.22075,17.09161,16.58995,16.1383,1729,301,2,276,749927439337023488,GALAXY,0.1361024,666,52149,284
16.81304,0.01206707,0.05324764,17.82905,0.07697021,2.288991,6.956042,206.2121,16.69521,17.72912,1237652899687104679,29.6189503789065,-9.82650410805251,19.9325,17.80609,16.74846,16.30831,15.98827,1729,301,2,277,749930462993999872,GALAXY,0.1426732,666,52149,295
17.9177,0.02539316,0.05341836,19.1307,0.07721701,2.322744,6.303981,257.4505,17.71354,19.26717,1237652899687170330,29.6835451935341,-9.81069888701311,20.68052,19.34439,17.76696,17.18811,16.81394,1729,301,2,278,749916719098652672,GALAXY,0.3174807,666,52149,245
17.53313,0.01856065,0.06096341,18.66648,0.08812347,2.465296,6.735369,216.9922,17.26129,18.39497,1237652899687301261,29.9464232580162,-9.88341435872225,20.04452,18.48309,17.32225,16.79538,16.42288,1729,301,2,280,749920017633536000,GALAXY,0.2213733,666,52149,257
17.75626,0.02007431,0.05420351,18.82308,0.07835194,1.587719,4.825548,141.6888,17.63186,18.69063,1237652899687432348,30.3229175532899,-9.72885263114751,20.50831,18.76898,17.68607,17.22458,16.9026,1729,301,2,282,749907923005630464,GALAXY,0.1443326,666,52149,213
17.73235,0.02079917,0.05292239,18.98863,0.07650006,2.140334,6.204192,230.7851,17.49634,18.79588,1237652899687694534,30.9485448751554,-9.71796668070882,20.61355,18.87238,17.54926,17.03069,16.68235,1729,301,2,286,749876037168424960,GALAXY,0.2181679,666,52149,97
17.64407,0.02252256,0.05436276,19.13141,0.07858214,2.799783,7.590878,229.9078,17.34623,18.66714,1237652899687694536,30.9552524580939,-9.68281279354328,20.90508,18.74572,17.40059,16.90684,16.54695,1729,301,2,286,749875762290518016,GALAXY,0.2144693,666,52149,96
18.2822,0.02880066,0.05229612,19.74841,0.07559478,1.847124,5.50067,300.3385,18.16198,19.65631,1237652899687891095,31.3391378596505,-9.74004850300047,21.99841,19.7319,18.21428,17.60769,17.24821,1729,301,2,289,749865591807961088,GALAXY,0.292314,666,52149,59
18.5833,0.03226822,0.05899938,20.27859,0.08528443,1.443122,4.095586,305.2562,18.5061,20.21212,1237652900224237722,30.1371910546166,-9.41166956281783,22.63176,20.29741,18.5651,17.95832,17.61342,1729,301,3,281,749899126912608256,GALAXY,0.3381893,666,52149,181
18.83083,0.04869777,0.05656409,20.49761,0.0817642,1.606366,5.112533,304.9476,18.73237,20.46087,1237652900224303421,30.2327432891069,-9.35660411532401,22.3859,20.54264,18.78893,18.16144,17.77319,1729,301,3,282,749902700325398528,GALAXY,0.3381332,666,52149,194
17.90872,0.02243332,0.05699826,19.31261,0.08239179,1.714386,5.303954,264.6733,17.84072,19.3203,1237652900224368764,30.4477874806516,-9.29601320606362,21.40299,19.40269,17.89772,17.3551,16.99249,1729,301,3,283,749898852034701312,GALAXY,0.2656119,666,52149,180
17.0257,0.01411157,0.05680729,18.12856,0.08211574,2.032595,6.552431,251.7069,16.93759,18.03965,1237652900224499946,30.7377853751285,-9.35947660733858,20.02974,18.12176,16.99439,16.52493,16.16159,1729,301,3,285,749888406674237440,GALAXY,0.1397167,666,52149,142
17.28395,0.01221582,0.05682147,18.37465,0.08213624,1.882889,5.646608,184.6951,17.1632,18.21599,1237652900224499954,30.7414123334432,-9.31518492603513,20.14333,18.29813,17.22002,16.79007,16.46303,1729,301,3,285,749891155453306880,GALAXY,0.1424563,666,52149,152
16.92315,0.01167355,0.05526309,18.09416,0.07988358,2.394944,7.273785,231.2988,16.80309,17.98871,1237652900224499978,30.7945888884151,-9.357152644981,20.12146,18.06859,16.85835,16.36293,16.00216,1729,301,3,285,749878236191680512,GALAXY,0.1612546,666,52149,105
17.14398,0.01520362,0.05491133,18.37482,0.0793751,2.198844,7.011002,227.3597,17.09102,18.33125,1237652900224565421,30.8051075581562,-9.3337569417438,20.60288,18.41063,17.14593,16.61513,16.20432,1729,301,3,286,749881534726563840,GALAXY,0.1607213,666,52149,117
17.4696,0.0146714,0.0537275,18.49004,0.07766386,1.806629,5.349488,186.6672,17.32307,18.35024,1237652900224565447,30.8746283467032,-9.28588022330737,20.23502,18.4279,17.3768,16.92615,16.55158,1729,301,3,286,749879885459122176,GALAXY,0.1423159,666,52149,111
18.51547,0.02402939,0.3251303,19.96048,0.4699804,1.466481,4.325884,180.3455,18.0814,19.5466,1237645943978852674,56.2749313424529,0.885359556465355,23.52277,20.01658,18.40653,17.81374,17.41288,109,301,6,144,804060520813455360,GALAXY,0.2397029,714,52201,611
17.33278,0.02074669,0.04556365,18.34979,0.0658629,1.579744,4.813017,184.9313,17.23092,18.23199,1237648702971117635,193.959087790346,-1.19657967739081,20.34573,18.29785,17.27648,16.85204,16.46579,752,301,1,337,329954946617206784,GALAXY,0.1212224,293,51689,241
17.25335,0.01327485,0.05026003,18.37365,0.07265159,2.182851,6.737183,202.9554,17.13418,18.26701,1237648702971117693,194.034302249436,-1.10297774774341,20.24087,18.33966,17.18444,16.70386,16.33624,752,301,1,337,329955221495113728,GALAXY,0.1461499,293,51689,242
17.01985,0.01679503,0.0472381,18.07981,0.06828335,2.708277,7.938863,166.4902,16.85711,17.89442,1237648702971117707,194.050387371742,-1.19870869358365,19.88085,17.96271,16.90435,16.45738,16.09916,752,301,1,337,329957420518369280,GALAXY,0.1367148,293,51689,250
17.13806,0.01311172,0.05252029,18.18713,0.07591882,1.739985,5.504089,212.1278,17.03316,18.04908,1237648702971183283,194.174490280036,-1.18280315922363,20.0734,18.125,17.08568,16.66672,16.29346,752,301,1,338,329945600768370688,GALAXY,0.1328252,293,51689,207
17.65716,0.01554761,0.0484307,19.10777,0.07000727,2.055566,6.277428,264.1722,17.59689,18.98335,1237648702971248836,194.249718734655,-1.12907052738306,21.15054,19.05335,17.64532,17.12644,16.76365,752,301,1,339,329945051012556800,GALAXY,0.2271278,293,51689,205
18.23438,0.03003081,0.03960157,19.82159,0.05724462,2.033873,6.431094,254.0324,18.17916,19.74156,1237648703507988759,194.023518711762,-0.75112702885762,22.21467,19.7988,18.21876,17.62528,17.26492,752,301,2,337,329959619541624832,GALAXY,0.2814194,293,51689,258
18.22005,0.02895956,0.04400058,20.02327,0.06360347,1.732822,5.441783,274.2057,18.15226,19.79731,1237648703507988794,194.085699608278,-0.660235146801011,21.78253,19.86091,18.19626,17.59761,17.20437,752,301,2,337,329949723936974848,GALAXY,0.2823758,293,51689,222
17.64395,0.01652687,0.05378896,18.88827,0.07775271,1.638633,5.135309,225.813,17.5268,18.69799,1237648704044728411,193.790408023236,-0.36222915983098,20.94512,18.77574,17.58059,17.08794,16.69761,752,301,3,335,329965391977670656,GALAXY,0.1718951,293,51689,279
16.44637,0.009689459,0.05160421,17.5725,0.07459462,2.044775,6.747866,274.7194,16.34807,17.43542,1237648704044925082,194.143389730412,-0.221734269512704,19.73132,17.51002,16.39967,15.94477,15.58448,752,301,3,338,329941202721859584,GALAXY,0.1335346,293,51689,191
16.86229,0.01165258,0.05363007,17.92679,0.07752302,2.837417,8.864209,226.9917,16.71183,17.8042,1237648705118273769,193.292062680796,0.477232044020349,20.03536,17.88172,16.76546,16.28571,15.87374,752,301,5,332,329984908309063680,GALAXY,0.125508,293,51689,350
17.43712,0.01369437,0.1195469,18.53462,0.1728067,1.316776,3.884789,250.2272,17.25826,18.31024,1237648720148365464,160.310803020154,-0.945219162289892,20.6335,18.48305,17.37781,16.91838,16.53657,756,301,1,297,309700296873895936,GALAXY,0.1349303,275,51910,283
18.34431,0.0371597,0.1099921,20.10488,0.1589951,1.729386,5.184186,273.0205,18.21561,19.91547,1237648720148627767,160.95522035083,-0.941474123591704,21.92527,20.07446,18.3256,17.70157,17.329,756,301,1,301,309689576635525120,GALAXY,0.3025176,275,51910,244
17.68529,0.01491447,0.127676,18.82191,0.1845574,1.799768,5.20987,191.0334,17.429,18.49294,1237648720149414005,162.631562715622,-0.906745174624738,20.73737,18.6775,17.55668,17.09225,16.74897,756,301,1,313,309624980327393280,GALAXY,0.162941,275,51910,9
17.987,0.02015415,0.1021233,19.51817,0.1476206,1.879025,5.643635,344.499,17.84865,19.37288,1237648720151183364,166.763583874249,-0.955678470929948,22.22112,19.5205,17.95077,17.36947,16.9917,756,301,1,340,313058205217351680,GALAXY,0.2836311,278,51900,211
16.14521,0.00726964,0.1260552,17.17931,0.1822146,2.913014,9.034196,180.7706,15.90721,16.92968,1237648720152232170,169.109889831071,-0.955851259823812,19.28165,17.11189,16.03327,15.53915,15.14538,756,301,1,356,314162116300924928,GALAXY,0.07395959,279,51984,131
17.67758,0.01101634,0.1075679,18.71609,0.1554909,1.269115,3.672079,173.5121,17.49776,18.53552,1237648720152232214,169.152800000186,-0.848630118240724,20.63526,18.69101,17.60533,17.16243,16.80776,756,301,1,356,314152770452088832,GALAXY,0.1314342,279,51984,97
17.3924,0.01246298,0.05468062,18.45463,0.07904162,1.62478,4.937688,224.5559,17.25676,18.32536,1237648720156426371,178.681481747151,-1.02461399370497,20.31713,18.4044,17.31144,16.8431,16.46582,756,301,1,420,319767151013554176,GALAXY,0.1353791,284,51943,42
17.56849,0.01336829,0.05264425,18.7372,0.076098,1.751128,5.208629,201.3238,17.4029,18.5531,1237648720156491905,178.828046217656,-0.887111544618251,20.9221,18.6292,17.45555,16.97489,16.63125,756,301,1,421,319769899792623616,GALAXY,0.1761019,284,51943,52
17.69782,0.01420456,0.06033853,18.75449,0.0872202,1.40777,3.759848,177.2877,17.51966,18.55551,1237648720156623035,179.192043400098,-0.873253315069872,20.78489,18.64273,17.57999,17.14202,16.75022,756,301,1,423,319758354920531968,GALAXY,0.126,284,51943,10
17.77203,0.01610385,0.03960638,18.80771,0.05725158,1.556317,4.615043,167.9962,17.65558,18.68555,1237648720163045484,193.788681932655,-0.88735733966781,20.60807,18.7428,17.69518,17.25337,16.93166,756,301,1,521,329969240268367872,GALAXY,0.1465485,293,51689,293
17.36504,0.01212335,0.04053603,18.41977,0.0585954,1.526235,4.419309,172.9727,17.2198,18.22972,1237648720163111113,194.030899007708,-0.8754484730979,20.23075,18.28831,17.26033,16.80162,16.44228,756,301,1,522,329958245152090112,GALAXY,0.1243232,293,51689,253
17.09698,0.01392047,0.04284886,18.2497,0.06193864,2.727897,8.388751,217.8018,16.89673,18.00929,1237648720163242082,194.221145783511,-1.01231120352219,19.89899,18.07123,16.93958,16.45739,16.08762,756,301,1,524,329944776134649856,GALAXY,0.1614137,293,51689,204
16.73365,0.01713875,0.04501056,18.10798,0.0650634,3.913338,12.30357,310.3348,16.62995,17.91993,1237648720163307603,194.371663659343,-0.97267282534721,20.08802,17.98499,16.67496,16.17009,15.82419,756,301,1,525,329948349547440128,GALAXY,0.196409,293,51689,217
16.16986,0.01388699,0.110136,17.31498,0.1592032,2.49431,8.64287,306.689,16.06511,17.15052,1237648720685236327,160.248668673739,-0.5799923607078,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,309702495897151488,GALAXY,0.1370104,275,51910,291
16.31625,0.007586361,0.1112068,17.45083,0.160751,3.177966,9.65304,270.8224,16.06741,17.15174,1237648720685301855,160.383115087355,-0.459235230744618,19.29157,17.3125,16.17862,15.70898,15.31378,756,301,2,298,309708818089011200,GALAXY,0.1373722,275,51910,314
17.30616,0.0108598,0.09559463,18.55991,0.1381834,1.851942,5.332227,200.3065,17.12643,18.32964,1237648720685760687,161.53413953893,-0.614198866179704,20.61481,18.46782,17.22202,16.75264,16.39823,756,301,2,305,309658790309947392,GALAXY,0.1939696,275,51910,132
17.52848,0.01238501,0.0905454,18.7674,0.1308847,1.684012,4.900736,206.3398,17.3177,18.55024,1237648720685891767,161.83748741307,-0.501006484393226,20.78047,18.68112,17.40825,16.91363,16.52195,756,301,2,307,309667586402969600,GALAXY,0.2062783,275,51910,164
17.00986,0.02459431,0.1318251,18.11144,0.190555,2.455981,7.857854,231.3743,16.8443,17.96822,1237648720686350538,162.803499807982,-0.512495244153325,20.17745,18.15877,16.97613,16.50101,16.09402,756,301,2,314,309630477885532160,GALAXY,0.1533845,275,51910,29
18.15405,0.04512157,0.1036862,19.71276,0.1498799,1.614413,5.408862,235.9828,18.09217,19.68078,1237648720687988977,166.610555367278,-0.591613691180448,22.63958,19.83066,18.19586,17.59392,17.25839,756,301,2,339,313086242763859968,GALAXY,0.2786633,278,51900,313
17.78186,0.01771891,0.1067087,18.91584,0.154249,1.088416,3.158237,208.747,17.62925,18.73259,1237648720688120026,166.914136740125,-0.581499608634594,20.91169,18.88684,17.73596,17.2998,16.96276,756,301,2,341,313073048624326656,GALAXY,0.1840815,278,51900,265
17.38495,0.01702812,0.1175821,18.88111,0.1699666,2.83207,8.512673,280.2454,17.15933,18.71104,1237648720688120088,166.875472534794,-0.462887676159444,20.73906,18.881,17.27691,16.69747,16.32126,756,301,2,341,313084868374325248,GALAXY,0.2696267,278,51900,308
17.02819,0.01495357,0.05178523,18.17587,0.07485629,2.721292,8.586366,193.586,16.93174,18.0709,1237648674510733466,194.966549250741,0.342975575768412,20.34541,18.14575,16.98353,16.50579,16.13385,745,301,4,242,330031087797430272,GALAXY,0.1706706,293,51689,518
17.80357,0.01927062,0.05748705,19.04603,0.08309834,1.669098,5.084543,190.6494,17.64541,18.87531,1237648674510733490,194.988884005752,0.411252407263558,21.01697,18.95841,17.7029,17.21751,16.86236,745,301,4,242,330026414873012224,GALAXY,0.1981547,293,51689,501
18.27613,0.04655635,0.05913034,19.631,0.08547374,1.914672,5.900032,206.1373,18.10414,19.43181,1237648674510799058,195.112012261273,0.242896748857805,21.25805,19.51729,18.16327,17.65784,17.33855,745,301,4,243,330029988285802496,GALAXY,0.2263678,293,51689,514
17.11397,0.01717918,0.06499058,18.1365,0.09394481,2.083348,6.018912,210.7423,16.8768,17.90802,1237648674510864562,195.286115768167,0.319195297223583,20.17987,18.00196,16.94179,16.46707,16.06679,745,301,4,244,330040983402080256,GALAXY,0.1329364,293,51689,554
18.00676,0.0403272,0.04417754,19.45293,0.06385926,1.759301,5.463552,220.9444,17.93518,19.37234,1237648674511126743,195.874604731111,0.370998840888515,21.4374,19.4362,17.97936,17.41059,17.05018,745,301,4,248,330062149000914944,GALAXY,0.2559333,293,51689,631
17.6933,0.0123185,0.04264221,18.75298,0.06163992,1.502553,4.321605,193.6665,17.59145,18.62192,1237648702972035185,196.146856773622,-1.07822715688375,20.59295,18.68356,17.63409,17.21325,16.86451,752,301,1,351,331072055413860352,GALAXY,0.1557477,294,51986,209
16.39807,0.00884719,0.04597399,17.43523,0.06645605,2.077119,6.773301,226.9603,16.30993,17.34904,1237648702972493991,197.161034449824,-1.21960864831514,19.37938,17.4155,16.3559,15.93132,15.57422,752,301,1,358,331025875925493760,GALAXY,0.1130015,294,51986,41
17.3734,0.03788184,0.04413326,18.61223,0.06379525,1.842298,5.184485,236.8842,17.20728,18.4386,1237648703509102787,196.591389104522,-0.827958596228451,20.55509,18.5024,17.25141,16.77685,16.43557,752,301,2,354,331048141035956224,GALAXY,0.1903572,294,51986,122
